dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
7934,SSB03230017,SSB0323,you2,you,2,mainland,mainland,corpus,0.24,266.069,261,243.833,300.31,56.4766,299.693,285.768,261,244.212,245.371,-25.1921,-11.2529,1,-407.299,-164.516,21.0934,39,39,
7948,SSB03230018,SSB0323,lai2,lai,2,mainland,mainland,corpus,0.22,225.556,225.564,218.514,233.298,14.7842,233.009,227.202,222.946,219.319,230.353,-9.26474,6.85894,1,-121.983,89.7876,4.89285,34,34,
7972,SSB03230025,SSB0323,ting1,ting,1,mainland,mainland,corpus,0.38,260.953,255.607,234.006,299.636,65.6306,268.157,244.282,245.731,296.262,277.789,-9.16368,12.8661,0.746269,-135.918,194.29,19.8621,50,67,
7981,SSB03230041,SSB0323,dui4,dui,4,mainland,mainland,corpus,0.18,336.712,337.836,326.874,353.352,26.4781,339.793,337.972,337.921,334.712,329.316,-1.73933,-8.11928,0.851852,-34.0441,-156.454,4.84079,23,27,
8019,SSB03230079,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.2,297.658,296.455,283.753,312.654,28.9014,312.373,306.424,296.455,289.279,285.168,-17.2465,-12.8009,0.709677,-303.186,-215.001,10.0502,22,31,
8026,SSB03230083,SSB0323,dian3,dian,3,mainland,mainland,corpus,0.44,289.477,301.619,243.429,307.067,63.6386,301.998,304.356,302.473,275.459,251.275,0.139329,-16.4639,0.886076,2.43237,-262.552,21.0004,70,79,
8028,SSB03230083,SSB0323,wang2,wang,2,mainland,mainland,corpus,0.26,281.442,288.497,242.524,315.728,73.2041,314.775,309.413,288.497,249.986,242.893,-14.3729,-28.3695,1,-250.263,-434.32,28.4648,43,43,
8036,SSB03230099,SSB0323,qi2,qi,2,mainland,mainland,corpus,0.4,267.588,269.663,250.891,281.061,30.1696,280.515,268.229,256.172,272.694,270.098,-8.98043,5.23678,0.704225,-139.102,79.5767,10.1803,50,71,
8041,SSB03230100,SSB0323,wei4,wei,4,mainland,mainland,corpus,0.16,308.381,308.586,291.417,317.73,26.3127,297.634,312.81,316.823,307.78,300.954,19.6665,-16.1748,1,348.892,-288.529,7.62457,23,23,
8049,SSB03230102,SSB0323,bing4,bing,4,mainland,mainland,corpus,0.34,276.915,292.228,235.3,314.334,79.0332,239.627,241.35,305.696,306.955,290.578,29.074,-6.05571,1,455.653,-104.263,31.48,59,59,
8068,SSB03230125,SSB0323,jiang1,jiang,1,mainland,mainland,corpus,0.28,303.591,300.004,282.587,323.019,40.4321,298.721,297.264,288.23,320.52,312.508,-5.38245,12.1749,1,-91.2326,211.12,13.2391,47,47,
8072,SSB03230125,SSB0323,he2,he,2,mainland,mainland,corpus,0.28,274.879,280.625,248.014,290.325,42.3105,277.895,281.653,285.598,265.032,248.193,4.11612,-21.1329,1,66.9828,-325.261,14.5807,47,47,
8082,SSB03230148,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.24,297.864,298.455,277.183,318.7,41.5174,316.701,305.361,298.455,288.635,279.617,-13.6974,-15.0498,0.794872,-243.283,-251.172,12.0734,31,39,
8099,SSB03230152,SSB0323,chao1,chao,1,mainland,mainland,corpus,0.3,280.34,275.42,244.645,314.819,70.1739,246.048,267.423,275.124,280.887,310.698,15.47,16.8411,0.686275,232.614,284.587,24.5471,35,51,
8104,SSB03230157,SSB0323,shi4,shi,4,mainland,mainland,corpus,0.2,295.794,289.674,284.252,314.111,29.8591,288.713,288.829,287.782,312.091,304.551,-0.745146,13.0731,1,-12.4065,223.585,10.5947,31,31,
8110,SSB03230179,SSB0323,lai2,lai,2,mainland,mainland,corpus,0.24,212.724,244.149,129.438,259.241,129.803,138.577,129.953,245.462,244.015,248.149,113.116,2.15413,0.923077,1221.53,30.7091,53.0675,36,39,octave_span|frame_jump
8123,SSB03230197,SSB0323,lai2,lai,2,mainland,mainland,corpus,0.22,218.63,242.259,124.376,262.594,138.218,125.152,256.448,244.686,242.235,243.227,140.691,-1.25533,1,1448.9,-17.6895,52.9645,34,34,octave_span|frame_jump
8133,SSB03230202,SSB0323,rang4,rang,4,mainland,mainland,corpus,0.2,283.509,283.367,272.795,295.811,23.0164,274.16,280.721,292.758,283.791,277.948,15.1507,-11.9828,1,247.976,-197.464,7.68286,31,31,
8142,SSB03230207,SSB0323,dou1,dou,1,mainland,mainland,corpus,0.2,254.879,232.914,229.16,288.913,59.7528,230.58,232.38,232.11,276.301,281.63,1.52703,44.6384,1,20.4056,660.261,24.9561,31,31,
8166,SSB03230226,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.2,310.548,311.324,299.476,321.172,21.6957,319.398,313.569,311.324,307.331,301.768,-8.86533,-10.7944,0.677419,-161.482,-191.118,6.02803,21,31,
8201,SSB03230246,SSB0323,geng4,geng,4,mainland,mainland,corpus,0.3,278.362,273.175,248.353,308.807,60.4537,278.729,265.18,264.165,305.471,297.543,-7.43271,16.4788,0.901961,-116.513,267.017,18.4024,46,51,
8205,SSB03230247,SSB0323,ta1,ta,1,mainland,mainland,corpus,0.3,282.671,274.087,253.959,310.417,56.4585,273.203,263.719,280.323,303.677,309.847,3.56319,13.8687,0.72549,56.9597,236.191,18.4699,37,51,
8212,SSB03230252,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.52,280.924,273.748,243.284,345.867,102.583,326.746,286.16,254.825,285.58,260.444,-19.7884,1.73612,0.821053,-330.673,25.8351,25.503,78,95,
8218,SSB03230255,SSB0323,dui4,dui,4,mainland,mainland,corpus,0.18,311.424,311.926,298.336,334.943,36.6071,329.618,314.213,311.761,305.528,299.155,-17.5313,-12.9922,0.851852,-324.661,-229.201,9.01005,23,27,
8223,SSB03230266,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.22,306.381,303.707,289.927,328.776,38.8489,323.993,314.854,303.707,298.432,292.136,-21.3215,-12.8091,0.647059,-386.397,-220.4,11.5033,22,34,
8257,SSB03230299,SSB0323,jing1,jing,1,mainland,mainland,corpus,0.24,310.903,297.684,283.293,339.485,56.1922,285.061,294.08,297.505,335.463,336.831,7.78655,22.6244,1,130.99,413.956,20.1439,39,39,
8284,SSB03230330,SSB0323,ai4,ai,4,mainland,mainland,corpus,0.32,273.676,276.159,244.488,286.987,42.4993,273.855,285.565,282.167,267.292,250.262,7.6696,-30.7751,0.509091,123.154,-472.667,12.2066,28,55,
8310,SSB03230373,SSB0323,bi3,bi,3,mainland,mainland,corpus,0.26,231.908,233.37,206.596,250.471,43.8748,235.191,232.861,243.122,228.873,208.306,5.46791,-25.4825,1,75.5279,-331.574,10.9871,43,43,
8321,SSB03230386,SSB0323,fang4,fang,4,mainland,mainland,corpus,0.28,287.403,305.429,240.694,330.065,89.3704,248.351,250.066,328.122,315.429,304.461,41.9321,-11.2668,0.787234,693.657,-205.745,33.1841,37,47,
8342,SSB03230405,SSB0323,xiang4,xiang,4,mainland,mainland,corpus,0.24,322.281,319.778,296.062,366.201,70.1396,346.272,335.09,319.778,308.73,301.285,-27.5605,-20.6252,0.538462,-529.881,-369.845,17.9501,21,39,
8359,SSB03230411,SSB0323,ge1,ge,1,mainland,mainland,corpus,0.26,235.617,234.908,225.842,248.13,22.2881,233.306,230.106,233.619,240.439,236.331,0.221173,1.90315,1,2.98259,25.8306,5.43617,43,43,
8360,SSB03230416,SSB0323,yao4,yao,4,mainland,mainland,corpus,0.2,299.303,303.014,262.882,312.386,49.5033,271.956,311.328,304.951,302.206,297.07,29.37,-6.71538,0.903226,488.821,-116.754,12.7343,28,31,
8388,SSB03230436,SSB0323,dui4,dui,4,mainland,mainland,corpus,0.3,294.112,287.76,272.94,318.186,45.2457,276.272,282.281,287.205,313.358,294.49,5.37515,3.46896,1,87.4635,58.2755,15.7459,51,51,
8401,SSB03230441,SSB0323,dan4,dan,4,mainland,mainland,corpus,0.2,299.053,299.287,277.538,319.877,42.3386,318.165,307.691,299.287,290.04,280.638,-16.9434,-17.8213,0.83871,-302.053,-298.383,12.5347,26,31,
8405,SSB03230441,SSB0323,he2,he,2,mainland,mainland,corpus,0.24,273.363,280.107,243.777,286.782,43.005,285.924,283.023,280.107,266.534,244.521,-3.74555,-24.7604,1,-61.2286,-374.59,14.1192,39,39,
8426,SSB03230449,SSB0323,wei4,wei,4,mainland,mainland,corpus,0.14,281.842,285.43,266.012,290.302,24.29,289.541,289.833,285.43,274.601,268.239,-5.50174,-23.8982,1,-91.3592,-382.024,8.77102,19,19,
8439,SSB03230452,SSB0323,zhe4,zhe,4,mainland,mainland,corpus,0.2,342.164,344.268,326.796,349.423,22.6267,343.689,347.784,347.723,339.387,330.424,4.04119,-17.6695,0.677419,80.6967,-345.994,6.90764,21,31,
8441,SSB03230452,SSB0323,gei3,gei,3,mainland,mainland,corpus,0.28,252.223,258.253,220.338,277.775,57.437,267.704,250.172,265.216,239.915,221.332,-1.40565,-27.2299,1,-21.6347,-381.597,16.8264,47,47,
8449,SSB03230453,SSB0323,rang4,rang,4,mainland,mainland,corpus,0.18,306.517,307.079,295.198,313.141,17.9429,305.875,311.681,309.5,304.119,296.891,3.13801,-11.0779,1,55.7702,-193.981,5.07035,27,27,
8453,SSB03230460,SSB0323,dan4,dan,4,mainland,mainland,corpus,0.2,304.581,307.523,285.989,316.074,30.0846,315.676,313.108,307.523,296.986,288.977,-8.62941,-20.512,0.709677,-155.309,-353.258,10.0284,22,31,
8457,SSB03230460,SSB0323,reng2,reng,2,mainland,mainland,corpus,0.24,240.929,240.467,232.56,262.347,29.7868,240.683,245.368,246.79,232.961,241.571,4.5661,-3.89542,1,64.2817,-54.9405,8.15965,39,39,
8465,SSB03230484,SSB0323,zai4,zai,4,mainland,mainland,corpus,0.18,326.59,324.925,310.593,343.884,33.2909,340.257,333.131,324.925,318.676,313.433,-19.9557,-15.5838,0.62963,-383.306,-287.28,10.0409,17,27,
8470,SSB03380003,SSB0338,yao4,yao,4,mainland,mainland,corpus,0.16,258.604,264.217,229.911,272.013,42.1015,267.829,271.469,264.338,249.936,233.535,-4.12939,-38.9988,1,-63.466,-560.053,13.3733,23,23,
8484,SSB03380015,SSB0338,shi4,shi,4,mainland,mainland,corpus,0.28,253.623,257.444,220.467,281.834,61.3664,221.236,239.631,260.402,281.5,276.666,24.5376,9.12024,0.425532,340.572,141.422,25.8429,20,47,
8492,SSB03380022,SSB0338,zai4,zai,4,mainland,mainland,corpus,0.18,309.817,313.528,287.72,324.519,36.7986,322.989,320.82,313.528,297.621,290.268,-12.8668,-33.3627,0.62963,-236.517,-581.502,12.7789,17,27,
8497,SSB03380023,SSB0338,xiang3,xiang,3,mainland,mainland,corpus,0.24,207.322,204.004,189.664,234.813,45.1491,232.824,217.085,203.283,194.627,190.362,-42.7088,-20.6704,0.589744,-537.104,-234.916,14.907,23,39,
8500,SSB03380024,SSB0338,yao4,yao,4,mainland,mainland,corpus,0.2,310.8,324.669,253.568,329.474,75.9061,329.387,328.693,324.669,297.63,261.247,-3.32977,-50.1694,1,-62.898,-845.636,24.2683,31,31,
8503,SSB03380031,SSB0338,hui2,hui,2,mainland,mainland,corpus,0.3,271.567,270.869,229.928,315.249,85.3216,312.506,280.754,265.482,274.114,231.461,-22.5859,-18.9935,1,-376.193,-272.173,23.7941,51,51,
8517,SSB03380047,SSB0338,xin1,xin,1,mainland,mainland,corpus,0.28,262.919,258.904,257.873,279.765,21.8916,279.198,265.979,258.629,258.138,258.387,-25.2347,-0.308479,0.468085,-391.781,-4.60621,6.59907,22,47,
8520,SSB03380261,SSB0338,he2,he,2,mainland,mainland,corpus,0.24,215.702,231.457,98.911,250.244,151.333,227.087,233.453,237.766,221.301,99.5879,8.37478,-158.59,1,112.416,-1454.51,42.1549,39,39,octave_span|frame_jump
8528,SSB03380271,SSB0338,qu3,qu,3,mainland,mainland,corpus,0.42,256.142,268.057,160.87,276.836,115.965,260.112,272.386,266.816,267.75,170.927,2.71109,-47.4432,0.64,41.2559,-590.082,32.8494,48,75,
8533,SSB03380277,SSB0338,jiu4,jiu,4,mainland,mainland,corpus,0.16,325.106,322.014,307.874,353.683,45.809,351.439,322.279,323.332,317.496,310.073,-38.4822,-19.3306,0.695652,-749.512,-353.572,14.3278,16,23,
8542,SSB03380290,SSB0338,qing3,qing,3,mainland,mainland,corpus,0.14,222.934,221.398,217.485,230.251,12.7666,225.826,222.985,221.398,219.811,219.106,-27.4278,-14.4112,0.315789,-354.256,-183.341,5.4113,6,19,
8546,SSB03380295,SSB0338,zai4,zai,4,mainland,mainland,corpus,0.16,328.293,328.552,319.195,335.009,15.8137,334.042,332.403,328.552,325.051,321.446,-8.82722,-11.6481,0.608696,-168.918,-218.657,5.05159,14,23,
8557,SSB03380317,SSB0338,shei2,shei,2,mainland,mainland,corpus,0.38,219.543,219.664,198.463,247.97,49.5066,239.04,201.692,201.692,216.303,205.619,-17.8251,2.02305,0.313433,-226.349,23.7976,16.1333,21,67,
8559,SSB03380317,SSB0338,zhe4,zhe,4,mainland,mainland,corpus,0.16,212.072,211.701,192.937,226.615,33.6774,196.569,205.089,215.407,223.618,219.131,28.8071,5.39594,0.782609,342.517,67.7172,11.2556,18,23,
8576,SSB03380330,SSB0338,dan4,dan,4,mainland,mainland,corpus,0.14,306.907,305.635,290.266,342.815,52.5495,326.334,310.053,305.635,298.064,292.181,-26.6932,-18.3385,0.947368,-487.03,-316.571,14.585,18,19,
8579,SSB03380330,SSB0338,shi4,shi,4,mainland,mainland,corpus,0.38,,,,,,,,,,,,,0,,,,0,67,too_few_voiced
8585,SSB03380338,SSB0338,you3,you,3,mainland,mainland,corpus,0.2,244.277,261.129,192.504,273.944,81.4401,273.66,268.742,261.129,218.098,193.54,-10.8193,-69.1409,1,-167.076,-901.186,29.5388,31,31,
8600,SSB03380348,SSB0338,you4,you,4,mainland,mainland,corpus,0.3,217.599,208.775,187.792,263.557,75.7652,220.77,203.935,190.772,251.773,261.163,-20.2271,43.4976,0.705882,-239.988,563.125,26.1189,36,51,
8610,SSB03380360,SSB0338,guan1,guan,1,mainland,mainland,corpus,0.18,245.724,245.454,244.42,249.739,5.31878,245.797,245.097,245.107,245.705,245.454,-1.62252,0.815099,0.481481,-23.0039,11.5483,1.36051,13,27,
